song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Sequência de Lovezinho (feat. Treyce),False,"['Mc Lodovick', 'Treyce']","['6PLDrgYYZHx5ygVM3PwTUG', '2CxOaVqRvTLZAZ7nFnJhsU']",[],2022-12-06,"Tô indo na tua casa conversar sem roupa (Na voz, no beat, é o Lodovick) É que eu te deixo suado e tu me deixa louca (É o terror dos invejoso) Uma californiana só para ficar leve Já separei uma grama aqui dentro da bag Se envolveu sabendo que eu sou da contramão Que o bonde é louco e só cola com o vilão Vou te deixar a marca, tapa na bunda fortão É o bonde do bate forte que tem cara de putão É o bonde do bate forte que tem cara de putão Tu me pega com força, eu peço na minha boca Gosto de Leite Moça, toda vontade é pouca Eu faço com jeitinho, com amor e carinho Nós dois no escurinho (ó o reverso) Seu corpo suado e você por cima de mim Quando eu te encontrar, é sequência de lovezin' Seu corpo suado e você por cima de mim Quando eu te encontrar, é sequência de lovezin' Tô indo na tua casa conversar sem roupa (Lodovick no beat, seu bandido, seu safado) É que eu te deixo suado e tu me deixa louca (Só lança beat gostosinho) Uma californiana só para ficar leve Já separei uma grama aqui dentro da bag Se envolveu sabendo que eu sou da contramão Que o bonde é louco e só cola com o vilão Vou te deixar a marca, tapa na bunda fortão É o bonde do bate forte que tem cara de putão É o bonde do bate forte que tem cara de putão Tu me pega com força, eu peço na minha boca Gosto de Leite Moça, toda vontade é pouca Eu faço com jeitinho, com amor e carinho Nós dois no escurinho (ó o reverso) Seu corpo suado e você por cima de mim Quando eu te encontrar, é sequência de lovezin' Seu corpo suado e você por cima de mim Quando eu te encontrar, é sequência de lovezin' Tô indo na tua casa conversar sem roupa (Lodovick no beat, seu bandido, seu safado) É que eu te deixo suado e tu me deixa louca (Só lança beat gostosinho) Uma californiana só para ficar leve Já separei uma grama aqui dentro da bag ","[0, 0, 0.9783443212509155, 0, 0, 0, 0]",['pt'],0.872,0.683,5,-4.601,0,0.244,0.0773,0.000196,0.16,0.657,150.027,audio_features,01LqFieLPH6yA7zLNmOXUA,spotify:track:01LqFieLPH6yA7zLNmOXUA,https://api.spotify.com/v1/tracks/01LqFieLPH6yA7zLNmOXUA,https://api.spotify.com/v1/audio-analysis/01LqFieLPH6yA7zLNmOXUA,150465,4
Love Sosa,True,['Chief Keef'],['15iVAtD3s3FsQR4w1v6M0P'],"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2012-01-01,"Fuckers in school telling me, always in the barber shop ""Chief Keef ain't 'bout this, Chief ain't 'bout that"" My boy a BD on fucking Lamron and them He, he, they say that nigga don't be putting in no work Shut the fuck up, y'all niggas ain't know shit All y'all motherfuckers talkin' about ""Chief Keef ain't no hitter, Chief Keef ain't this, Chief Keef a fake"" Shut the fuck up, y'all don't live with that nigga Y'all know that nigga got caught with a ratchet Shootin' at the police and shit Nigga been on probation since fuckin' I don't know when Motherfucker, stop fuckin' playin' him like that Them niggas savages out there If I catch another motherfucker talking sweet about Chief Keef I'm fucking beatin' they ass, I'm not fucking playin' no more Know them niggas roll with Lil Reese and them (Young Chop on the beat) Love Sosa, bitches love Sosa, huh? Let them know then, 'Raris and Rovers (huh) Ayy, lil' Cobra, ayy, ayy Bang, bang-bang God, y'all some broke boys, God, y'all some broke boys These bitches love Sosa, O end or no end Fuckin' with them O boys, you gon' get fucked over 'Raris and Rovers, these hoes love Chief Sosa Hit him with that Cobra, now that boy slumped over They do it all for Sosa, you boys ain't making no noise Y'all know I'm a grown boy, your clique full of broke boys God, y'all some broke boys, God, y'all some broke boys We GBE dope boys, we got lots of dough, boy These bitches love Sosa and they love them Glo Boys Know we from the 'Go boy, but we cannot go, boy No, I don't know old boy, I know he's a broke boy 'Raris and Rovers, convertible Lambo's, boy You know I got bands, boy, and it's in my pants, boy Disrespect them O boys, you won't speak again, boy Don't think that I'm playin', boy, no, we don't use hands, boy No, we don't do friends, boy, collect bands, I'm a landlord I gets lots of commas, I can fuck your mama I ain't with the drama, you can meet my llama Ridin' with 3hunna, with 300 foreigns These bitches see Chief Sosa, I swear to God, they honored These bitches love Sosa, O end or no end Fuckin' with them O boys, you gon' get fucked over 'Raris and Rovers, these hoes love Chief Sosa Hit him with that Cobra, now that boy slumped over They do it all for Sosa, you boys ain't making no noise Y'all know I'm a grown boy, your clique full of broke boys God, y'all some broke boys, God, y'all some broke boys We GBE dope boys, we got lots of dough, boy Don't make me call D. Rose, boy, he six double-O, boy And he keep that pole, boy, you gon' get fucked over Bitch, I did sell soda and I done sell coca' She gon' clap for Sosa, he gon' clap for Sosa They do it for Sosa, them hoes, they so off of Sosa Tadoe off that molly water, so nigga be cool like water 'Fore you get hit with this lava, bitch, I'm the trending topic Don't care no price, I'll cop it, B, and your bitch steady jockin' me These bitches love Sosa, O end or no end Fuckin' with them O boys, you gon' get fucked over 'Raris and Rovers, these hoes love Chief Sosa Hit him with that Cobra, now that boy slumped over They do it all for Sosa, you boys ain't making no noise Y'all know I'm a grown boy, your clique full of broke boys God, y'all some broke boys, God, y'all some broke boys We GBE dope boys, we got lots of dough, boy, ha ","[0.6525205373764038, 0, 0, 0, 0, 0, 0]",['en'],0.772,0.413,0,-8.194,0,0.0891,0.0361,0.0,0.111,0.211,131.964,audio_features,01Lr5YepbgjXAWR9iOEyH1,spotify:track:01Lr5YepbgjXAWR9iOEyH1,https://api.spotify.com/v1/tracks/01Lr5YepbgjXAWR9iOEyH1,https://api.spotify.com/v1/audio-analysis/01Lr5YepbgjXAWR9iOEyH1,246213,4
Vermelho Neon,True,"['Kweller', 'Enzo Cello', 'Giana Mello']","['4W4NkfM4A1sX2S2bfYlV07', '5d6V3NZSeR7XZmEkf8inaU', '2z4LMq3xuAqNh0gNIicsVi']","['r&b brasileiro', 'speed up brasileiro']",2022-11-11,"Deixei você me dominar, fui tão novo To-toda vez que você quiser tem de novo Por hoje deixa eu te gravar mais um pouco Eu faço a pose que eu não faria pra outro In-incendeia a cama mais deixa enxarcardo o meu edredom Na-na-na sua bunda deixo a marca da mesma cor que o batom Ela faz de um jeito que impressiona tipo tem o dom Fogo nesse quarto ela gosta de vermelho neon Pede pra eu da tapa e como encaixa O-o seu corpo no meu Não gosta que para, tiro sua marra pra-pra tu provar o quê é seu Te peço pra da tapa e como encaixa O seu corpo no meu Não gosto que pare, tira minha marra pra-pra tu provar o quê é seu Baby me mostra o que tem em baixo do seu sutiã Do-do jeito que você performa faz qualquer um virar fã Joga, encaixa e rebola a caminho do show na van (van) Hoje cê vai ser só minha a noite toda até amanhã Ela é viciada, conhece bem o meu jeito e eu conheço sua tara Já sei como eu fiz direito É só olhar na sua cara Sua bunda grande na minha frente é só isso que eu vejo (tudo bem) Que ela me instiga e aumenta a vontade e o desejo In-incendeia a cama mais deixa enxarcado o meu edredom Na-na-na sua bunda deixo a marca da mesma cor que o batom Ela faz de um jeito que impressiona tipo tem o dom Fogo nesse quarto ela gosta de vermelho neon Pede pra eu da tapa e como encaixa O-o seu corpo no meu Não gosta que para, tiro sua marra pra-pra tu provar o quê é seu Te peço pra da tapa e como encaixa O seu corpo no meu Não gosto que pare, tira minha marra pra-pra tu provar o quê é seu ","[0, 0, 0, 0.3153861165046692, 0, 0, 0]",['pt'],0.776,0.334,5,-10.328,0,0.0728,0.659,0.0,0.112,0.684,130.109,audio_features,01Mfhyx7ZIBmAJ5dC4ku76,spotify:track:01Mfhyx7ZIBmAJ5dC4ku76,https://api.spotify.com/v1/tracks/01Mfhyx7ZIBmAJ5dC4ku76,https://api.spotify.com/v1/audio-analysis/01Mfhyx7ZIBmAJ5dC4ku76,132923,4
Gone,False,['Thirteen Senses'],['766wIvoqqGrjRDnExOjJls'],"['cornwall indie', 'piano rock']",2005,"Sometimes I rush To get right to the end I know I'll get to this place When I feel the time is right ♪ Sometimes I think That I know what I'm all about But when I look inside I can see the truth come out Sometimes I try to go on I know it's wrong Cos when I see your eyes I can see the flame is gone, Gone, gone ♪ Sometimes I climb To the top to see what's above But when I find it there There's no time for happiness ♪ Sometimes I count up to ten Just to see when When will I see the sun Then my mind has just begun Sometimes I try to go on I know it's wrong Cos when I see your eyes I can see the flame is gone, Gone, gone ♪ Sometimes I try to go on I know it's wrong Cos when I see your eyes I can see the flame is gone, Gone, gone ♪ Gone, gone, gone. ","[0, 0, 0.5477757453918457, 0, 0, 0, 0]",['en'],0.192,0.456,3,-8.395,1,0.0339,0.252,0.182,0.0905,0.14,151.07,audio_features,01OehcDgANTNGBOqpuCg90,spotify:track:01OehcDgANTNGBOqpuCg90,https://api.spotify.com/v1/tracks/01OehcDgANTNGBOqpuCg90,https://api.spotify.com/v1/audio-analysis/01OehcDgANTNGBOqpuCg90,201840,3
Co ty mi dasz,False,['Mig'],['00ekfPE5ZS3NwF8H8o8GBk'],['classic disco polo'],2016-08-31,"Ten, nine, eight, seven, six, five Four, three, two, one... Ten, nine, eight, seven, six, five Four, three, two, one... ♪ Co Ty mi dasz? Niczego nie żałuj Kawałek dnia, krótki podaruj Co ty mi dasz? Nie zwlekaj z tym więcej Czego mi brak? Proszę o więcej Choć prawda boli mnie ja wierzę, że Że nie opuścisz mnie nie żegnając się Już moje myśli zabijają mnie... Czy to jest prawda, czy też nie ♪ Podaruj mi dzień, przy Tobie być pragnę Nie odrzucaj mnie! Ja z Tobą być chcę! Czy to zły sen? Odchodzisz tak nagle... Zostawiasz mnie i znikasz jak cień... Choć prawda boli mnie ja wierzę, że Że nie opuścisz mnie nie żegnając się Już moje myśli zabijają mnie... Czy to jest prawda, czy też nie? Choć prawda boli mnie ja wierzę, że Że nie opuścisz mnie nie żegnając się Już moje myśli zabijają mnie... Czy to jest prawda, czy też nie? Choć prawda boli mnie ja wierzę, że Że nie opuścisz mnie nie żegnając się Już moje myśli zabijają mnie... Czy to jest prawda czy też nie? Choć prawda boli mnie ja wierzę, że Że nie opuścisz mnie nie żegnając się Już moje myśli zabijają mnie... Czy to jest prawda czy też nie? ","[0, 0, 0, 0, 0.2893315851688385, 0, 0]",['pl'],0.675,0.935,0,-6.841,0,0.06,0.134,0.0,0.0889,0.738,134.982,audio_features,01PCVuhAgFXmqr5YKNxNx0,spotify:track:01PCVuhAgFXmqr5YKNxNx0,https://api.spotify.com/v1/tracks/01PCVuhAgFXmqr5YKNxNx0,https://api.spotify.com/v1/audio-analysis/01PCVuhAgFXmqr5YKNxNx0,150163,4
Fallen Leaves,False,"['Miracle Of Sound', 'Vaatividya']","['4FmJD0mpgQ70SNt2EKK8tq', '1Z9TelJhaKT5SqAKmZvOGQ']","['antiviral pop', 'geek folk', 'irish metal']",2022-06-10,"To emerge and to breathe anew For a purpose so far from my own And this world I've awoken to Seems familiar, but somehow unknown And the branches of gold on the skyline Reach out to the sweep of the stars The beginnings and endings of lifetimes A guidance of light from afar Down Down come the leaves Do you believe Words of the gilded and gold? Down Drenched by the rain Seared by the flame Branches shall loosen their hold Guided by grace ever led These weary feet still tread Over the fallen leaves Do you believe? Do you believe now? Fallen leaves Wake up and breathe Do you believe now? ♪ Once rejected, the lowest caste Now they bid us return to their grace To forget the unfeeling past To accept this undying embrace And this light now bestowed on the lowly Cannot reach the dark corners of old Cruel rule of the highborn and holy Lies in smoldering ash in the cold Down Down come the leaves Do you believe Words of the gilded and gold? Down Drenched by the rain Seared by the flame Branches shall loosen their hold Guided by grace ever led These weary feet still tread Over the fallen leaves Do you believe? Do you believe now? Fallen leaves Wake up and breathe Do you believe now? ♪ Was it all that you wanted and more? Was it all you imagined before? Smashed into splinters Shards they will fall Tears of the timber Blanketing all Branches forlorn Shed golden leaves Order and form in the patterns they weave Taste of the tears Stitches and scars Spinning the spheres We severed the stars Touched the primordial Entropy lost The carnal, corporeal Suffer the cost Ghosts in the deep Watch over her shades Awakened from sleep To falter and fade Rot in the roots And sleep in the womb A beautiful blue paints the rays of the moon Down Down come the leaves Do you believe Words of the gilded and gold? Down Drenched by the rain Seared by the flame Branches shall loosen their hold Guided by grace ever led These weary feet still tread Over the fallen leaves Do you believe? Do you believe now? Fallen leaves Wake up and breathe Do you believe now? Fallen leaves Do you believe? Do you believe now? Fallen leaves Wake up and breathe Do you believe now? ","[0, 0, 0.37177574634552, 0, 0, 0, 0]",['en'],0.393,0.761,7,-8.054,0,0.0377,0.169,1.11e-05,0.148,0.31,187.865,audio_features,01Ql9lWOEEi2WHT8dsnx1b,spotify:track:01Ql9lWOEEi2WHT8dsnx1b,https://api.spotify.com/v1/tracks/01Ql9lWOEEi2WHT8dsnx1b,https://api.spotify.com/v1/audio-analysis/01Ql9lWOEEi2WHT8dsnx1b,367668,3
NUMB,False,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"['emo rap', 'miami hip hop']",2018-03-16,"And every single year I'm drownin' in my tears, I'm drownin' in my tears again I can't seem to forget the pain you seem to give The pain you seem to give, my friend And every single year I'm drownin' in my tears, I'm drownin' in my tears again I can't seem to forget the pain you seem to give The pain you seem to give, my friend Whoa-oh, whoa-oh Whoa-oh, whoa-oh Whoa-oh, whoa-oh Whoa-oh, whoa-oh Whoa-oh, whoa-oh And every single year I'm drownin' in my tears, I'm drownin' in my tears again I can't seem to forget the pain you seem to give The pain you seem to give, my friend Whoa-oh, every single year I'm drownin' in my tears (whoa-oh) Whoa-oh, I'm drownin' in my tears again (whoa-oh) Whoa-oh, I can't seem to forget the pain you seem to give (whoa-oh) Whoa-oh, the pain you seem to give, my friend (whoa-oh, whoa-oh, whoa-oh) ♪ And every single year I'm drownin' in my tears, I'm drownin' in my tears again I can't seem to forget the pain you seem to give The pain you seem to give, my friend, whoa-oh ","[0, 0, 0.5143457055091858, 0, 0, 0, 0]",['en'],0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,audio_features,01TnVDiet1DFTsyWKUKovl,spotify:track:01TnVDiet1DFTsyWKUKovl,https://api.spotify.com/v1/tracks/01TnVDiet1DFTsyWKUKovl,https://api.spotify.com/v1/audio-analysis/01TnVDiet1DFTsyWKUKovl,186268,4
Out Of My Mind,True,['Gentrammel'],['2HkeqbrT7lYnGoiw7tQBqr'],['sad lo-fi'],2020-06-10,"Yeah, ay, yeah Oh-ay, ay-ay Remember the night that we met? Back at the party, you sat on the bed You said I'm talented, you said I'm next My only talent is making you stressed I know that I'm not in my best, lately, I'm feeling like less I hope that I'll see you again, if I don't, then I'll lay at the rest It's crazy how it goes, left me all alone I've been trying to move on, all I find are hoes Searching for a pot of gold, don't know if I'll ever know How she left me with no damn place to go I'm okay, I'll be fine, I'm just out of my mind Long nights, with no sleep, thinking 'bout you and me I'm okay, I'll be fine, I'm just out of my mind Long nights, with no sleep, thinking 'bout you and me Spent five months at your crib, and I ain't pay no rent We should've just been friends 'Cause I know that you never meant all the things that you said to me Froze my heart in uncertainty, yeah Go and hit the club in some', make sure that you drunk as fuck Find another man you love, I'ma show you what you lost I'ma show you how it feels to realize everything you ever knew And everything you ever had in love is gone I'm okay, I'll be fine, I'm just out of my mind Long nights, with no sleep, thinking 'bout you and me I'm okay, I'll be fine, I'm just out of my mind Long nights, with no sleep, thinking 'bout you and me I guess it's here for real, and if I had another chance I don't know if I'd take that bet against you with another man And if I ever saw your face, then I would probably take a glance But I would never bat an eye, because you hate me, that's a fact Yuh, I think that this is an epiphany I don't think that you really listening One day you gonna be missing me I swear to God that we'll never be frenemies Bitches be tryin' to be friends with me I think they stealing my energy, in my DMs and they tempting me I know that you really resenting me now I'm okay, I'll be fine, I'm just out of my mind Long nights, with no sleep, thinking 'bout you and me I'm okay, I'll be fine, I'm just out of my mind Long nights, with no sleep, thinking 'bout you and me (Thinking 'bout you and me) ","[0.31503981351852417, 0, 0, 0, 0, 0, 0]",['en'],0.61,0.609,9,-7.197,1,0.0373,0.664,0.0,0.61,0.664,78.015,audio_features,01UeBfllW39eaKdiCw556R,spotify:track:01UeBfllW39eaKdiCw556R,https://api.spotify.com/v1/tracks/01UeBfllW39eaKdiCw556R,https://api.spotify.com/v1/audio-analysis/01UeBfllW39eaKdiCw556R,173846,4
BOW,True,['MFS'],['09JmqY14D3mV8CglLRQLWd'],['josei rap'],2021-04-01,"BOW ほら全てが幻 BOW 舐めたきゃなめとけ BOW 代わりにゲロ吐く BOW I have to go and bam bam Let's go (let's go), let's go (let's go) (Skrr skrr) どこへ (どこへ) Who's gone (who's gone) who's gone (who's gone) (Skrr skrr) どこへ (どこへ) ガタガタまた吠えてる motherfucker (fucker) 相手に出来ない、ayy 夢から醒めない夢醒めない (hey) いつからこの性格 I don't mind (mind) ならば、uh uh、くれば、uh 自分が無けりゃ流される津波 Mess up, mess up, mix up, mix up お前のせいで、ay ay Level up, level up, follow up, follow up やっぱりお前のお陰で 右見て (ayy) 左見て (skrr) 右見て (ooh) BOW ほら全てが幻 BOW 舐めたきゃなめとけ BOW 代わりにゲロ吐く BOW I have to go and bam bam Let's go (let's go), let's go (let's go) (Skrr skrr) どこへ (どこへ) Who's gone (who's gone) who's gone (who's gone) (Skrr skrr) どこへ (どこへ) ガタガタまた吠えてる motherfucker (fucker) 相手に出来ない、ayy Ayy、ayy、迷える子羊 沢山 many money それでも懲りずに 貫くべきかねほんだら get money お気持ち程度で I gotta music, keep on moving Damn、damn、見えない game Day by day yeah yeah 楽しいこと yeah それだけじゃねえ 足りないんだね  BOW ほら全てが幻 BOW 舐めたきゃなめとけ BOW 代わりにゲロ吐く BOW I have to go and bam bam Let's go (let's go), let's go (let's go) (Skrr skrr) どこへ (どこへ) Who's gone (who's gone) who's gone (who's gone) (Skrr skrr) どこへ (どこへ) ガタガタまた吠えてる motherfucker (fucker) 相手に出来ない、ayy ayy ayy ayy (ayy) ","[0.42216649651527405, 0, 0, 0, 0, 0, 0]","['ja', 'en']",0.842,0.706,1,-8.022,1,0.152,0.149,0.195,0.0748,0.527,150.034,audio_features,01V6K40AZcyCVdCiEOYk9V,spotify:track:01V6K40AZcyCVdCiEOYk9V,https://api.spotify.com/v1/tracks/01V6K40AZcyCVdCiEOYk9V,https://api.spotify.com/v1/audio-analysis/01V6K40AZcyCVdCiEOYk9V,182125,4
AhGars!,True,['Josman'],['6dbdXbyAWk2qx8Qttw0knR'],"['cloud rap francais', 'french hip hop', 'pop urbaine', 'rap conscient']",2022-03-18,"À ciel ouvert sur l'patio (yeah, yeah), j'allume un jet sur l'patio J'ai le groove, j'ai le flow, j'ai le bon ratio (yeah, yeah) J'suis caliente comme El Paso (han) J'ai cramé tes ces-vi t'es fake (fake), j'ai tout vu comme Horatio 32 dents contre l'État ('fin), contrôle faciès problème ratio ('fin) J'marche seul deux anges qui me soutiennent ('tiennent), (han) Les erreurs nous appartiennent (hmm, hmm), j'traine tard les mains dans les poches J'pense qu'à doubler c'qu'еlle contiennent (ah gars), (non, non) J'allumе quand les tensions viennent (han) C'est-à-dire de manière quotidienne ('tidienne), (hein, hein) Elle danse sexy pour moi (fhmm), elle a l'air clitoridienne (ha) Quoi? Elle fait la comédienne, j'la ken sur la méridienne (fhmm), (han) Elle veut un vrai négro, 100% poundou, thiéboudiène (han, han), (ah gars) Les lumières qui s'éteignent, mon Dieu trop de vie qui s'éteignent (s'éteignent) Le ciel qui fait des siennes, pas d'pitié pas d'étrennes (ah gars) La vie nous fait pas d'cadeau, mais j'ai les reins solides, les abdos (yeah) J'avais l'salaire du Mcdo (yeah), les larmes qui forment des flaques d'eau (yeah) Mata, mata j'me sens comme Shoni (mata), j'allume le feu comme Johnny (hein), (ah gars) Tout en finesse comme Ronnie (hein), j'suis dans le game comme Sony (yeah) J'vais tout niquer comme promis (yeah), Seigneur, pardonnez moi (moi) Pour tous les péchés commis (commis), (han), j'l'ai souvent fait pour la money Ceinture serrée, l'cœur à l'agonie (yeah, yeah) Quand amères sont les nuits d'insomnie (yeah, yeah) Déter' j'ride dans la ville comme Schumy' (yeah, yeah) J'recrache violence sur la symphonie (yeah, yeah) Dans la cabine y a du sang sur l'cro-mi (hein) Ah gars (han, han), (han, han), (ah gars) Ah gars (han, han), (han, han), (ah gars) C'est pas facile tous les jours (ah gars) Ah gars (han, han), (han, han) Ah gars (han, han), (han, han), (ah gars) Ah gars (han, han), (han, han) C'est pas facile tous les jours (ah gars) 2, 3 tout est dans l'jean (han, han) 2, 3 frérots dans l'dîn (han, han) 2, 3 négros dans l'crime (crime), (han) Pour les euros, les centimes (ah gars) BBC dans l'cul du FN qui s'dandine (fuck), (han, han) Personne qui m'endoctrine J'respecte pas les lois, ni les consignes (ah gars) À ciel ouvert sur l'patio (yeah, yeah), j'allume un jet sur l'patio (yeah, yeah) J'ai le groove, j'ai le flow, j'ai le bon ratio (yeah, yeah) J'suis caliente comme El Paso (yeah, yeah), (han) J'ai cramé tes ce-vi t'es fake (fake), (ah gars), j'ai tout vu comme Horatio J'ai toujours pas la vie à Drake (non) mes reufs sont toujours sur l'terrain Dans la raquette comme Griffin Blake (ah gars) Followers qui m'épient, voudraient savoir c'que j'manigance (han) J'reste aux aguets, j'me méfie, ici on paye les imprudences (ah gars) Le diable s'habille comme moi, tout en Prada avec élégance (yeah) Toujours le même pas de danse devant le monde et sa décadence (ah gars), (fuck) Ça fait mal quand j'y repense mais (fuck), j'fais preuve de résilience (yeah) J'fais preuve de résistance (yeah) Il a suffi d'un rien, pour que j'oublie ton existence (pfuu) J'ai cramé tes ce-vi t'es fake (fake), (j'ai dû prendre mes distances) (ah gars) Entre la violence et les drames, ras-le-bol cérébral On m'a dit d'rester brave, jamais baisser les bras J'préfère qu'on m'shoot dans l'sternum, plutôt qu'donner mon rectum (shoot) THC dans la couche d'ozone (han) La rage d'un animal sauvage quand j'ai vu mes ancêtres au zoo (fuck), (ah gars) Sous le vent j'prie parfois mais ne craque pas comme le roseau (non) Et j'fais pas le clown comme Bozo (non), j'évacue l'stress post-traumatique (yeah) Le cœur est triste (yeah), nique, l'histoire est dramatique (ah gars) Nique une année moi, j'veux toute une vie sabbatique (nique) J'fais tout droit sans détour (ah gars), c'est pas facile tous les jours L'avenir n'a pas l'air très sympathique (ah gars) Ah gars (han, han), (han, han), (ah gars) Ah gars (han, han), (han, han), (ah gars) C'est pas facile tous les jours (ah gars) Ah gars (han, han), (han, han) Ah gars (han, han), (han, han), (ah gars) Ah gars (han, han), (han, han) C'est pas facile tous les jours (ah gars) 2, 3 tout est dans l'jean (han, han) 2, 3 frérots dans l'dîn (han, han) 2, 3 négros dans l'crime (crime), (han) Pour les euros les centimes (ah gars) BBC dans l'cul du FN qui s'dandine (fuck), (han, han) Personne qui m'endoctrine J'respecte pas les lois ni les consignes ♪ Ah gars Ah gars Ah gars Ah gars ","[0, 0, 0, 0, 0.7559053897857666, 0, 0]",['fr'],0.836,0.39,7,-9.696,0,0.124,0.307,2.07e-06,0.116,0.648,137.998,audio_features,01Vz9TC2qmgZEjlBnVQoyb,spotify:track:01Vz9TC2qmgZEjlBnVQoyb,https://api.spotify.com/v1/tracks/01Vz9TC2qmgZEjlBnVQoyb,https://api.spotify.com/v1/audio-analysis/01Vz9TC2qmgZEjlBnVQoyb,226093,4
ADDICTIONS (FEAT. Tre' Amani),True,"['Brent Faiyaz', ""Tre' Amani""]","['3tlXnStJ1fFhdScmQeLpuG', '48Py72qV4J4hzvJXXRDNz0']","['dmv rap', 'r&b', 'rap']",2022-07-08,"Maybe it's the love, the drugs, the weed, the pussy Maybe it's all the above Maybe I don't need a hug Maybe I'm just fucked up Maybe it's the love, the drugs, the weed, the pussy Maybe it's all the above Maybe I don't need a hug Maybe I'm just fucked up I wanna have more threesomes but you so territorial I can't even kick it 'cause you watching my story though I got ones you seen and I got some you don't need to know I done gave more dick than a little I know I'm the reason that you freaky now You wish you could be the reason that I settle down You done gave me all I wanted but I still got Reasons I should fuck around I should fuck around Maybe it's the love, the drugs, the weed, the pussy Maybe it's all the above Maybe I don't need a hug Maybe I'm just fucked up (hmm) Maybe it's the love, the drugs, the weed, the pussy Maybe it's all the above Maybe I don't need a hug Maybe I'm just fucked up (Hmm) Maybe it's all the above Said, said I said, ""A thot gon' be a thot"", so I'm like ""Fuck these bitches"" My son got a mother and I love her so it's different I'm here for one night, so baby girl, what you sippin'? I'm on some bullshit, my '94 Scottie Pippen So save the last dance for when I'm drunk and when I'm hittin' Your boyfriend lame, that boy pussy, that boy kitten Like, meow, come home to me now It's me and my niggas, we lit and we wild Yeah, and we don't care how you feel inside It's me and my niggas, fuck the other side This is something like murder, no, it's genocide You niggas living lies, this is civilized Be careful who you judge and who you criticize It's hard being a people person when they're killing mines Hard times, sending cold chills down my spine It's dark now, at sunrise I was feeling fine Nothing on my mind, I swear I didn't wanna die I'm outside on my grind I don't believe in time All these haters clocking me these diamonds leave 'em blind Jealousy and envy, I swear I'm reading minds Baby mama called, said, ""Yeah, you acting different All these drugs and these hoes got you fucking trippin'"" I made a million on the road, you'll be happy Christmas Saying I would stay down but you know I didn't, yeah Maybe it's the love, the drugs, the weed, the pussy Maybe it's all the above Maybe I don't need a hug Maybe I'm just fucked up (hmm) Maybe it's the love, the drugs, the weed, the pussy Maybe it's all the above Maybe I don't need a hug Maybe I'm just fucked up (Hmm) Maybe it's all the above ","[0.35062089562416077, 0, 0, 0, 0, 0, 0]",['en'],0.889,0.489,10,-8.587,0,0.108,0.0209,1.78e-05,0.0814,0.843,93.039,audio_features,01VzuxoBYMAJLObfU0w6dI,spotify:track:01VzuxoBYMAJLObfU0w6dI,https://api.spotify.com/v1/tracks/01VzuxoBYMAJLObfU0w6dI,https://api.spotify.com/v1/audio-analysis/01VzuxoBYMAJLObfU0w6dI,192011,4
This Is Halloween,False,['The Citizens of Halloween'],['164hs3x1Tsp3FgJWNHee1r'],['halloween'],2006-01-01,"Boys and girls of every age Wouldn't you like to see something strange? Come with us and you will see This, our town of Halloween This is Halloween, this is Halloween Pumpkins scream in the dead of night This is Halloween, everybody make a scene Trick or treat 'til the neighbors gonna die of fright It's our town, everybody scream In this town of Halloween I am the one hiding under your bed Teeth ground sharp and eyes glowing red I am the one hiding under your stairs Fingers like snakes and spiders in my hair This is Halloween, this is Halloween Halloween, Halloween, Halloween, Halloween In this town, we call home Everyone hail to the pumpkin song In this town, don't we love it now? Everybody's waiting for the next surprise 'Round that corner man, hiding in the trash cans Something's waiting for the pounce and how you'll Scream! This is Halloween Red and black, and slimy green Aren't you scared? Well, that's just fine Say it once, say it twice Take a chance and roll a dice Ride with the moon in the dead of night Everybody scream, everybody scream In our town of Halloween I am the clown with the tear away face Here in a flash and gone without a trace I am the ""Who"" when you call, ""Who's there?"" I am the wind blowing through your hair I am the shadow on the moon at night Filling your dreams to the brim with fright This is Halloween, this is Halloween Halloween, Halloween, Halloween, Halloween Halloween, Halloween Tender lumplings everywhere Life's no fun without a good scare That's our job, but we're not mean In our town of Halloween In this town, don't we love it now? Everyone's waiting for the next surprise Skeleton Jack might catch you in the back And scream like a banshee Make you jump out of your skin This is Halloween, everybody scream Won't you please make way for a very special guy Our man Jack is King of the pumpkin patch Everyone hail to the Pumpkin King now This is Halloween, this is Halloween Halloween, Halloween, Halloween, Halloween In this town, we call home Everyone hail to the pumpkin song La, la, la, la-la-la, la, la, la-la-la, la, la, la-la-la, la-la-la, wee ","[0, 0, 0.9500346183776855, 0, 0, 0, 0]",['en'],0.567,0.508,7,-12.823,1,0.0502,0.767,0.0,0.145,0.647,167.63,audio_features,01YROQCnF1AQm7SCWJmD2o,spotify:track:01YROQCnF1AQm7SCWJmD2o,https://api.spotify.com/v1/tracks/01YROQCnF1AQm7SCWJmD2o,https://api.spotify.com/v1/audio-analysis/01YROQCnF1AQm7SCWJmD2o,196560,4
